matricula,hash_usuario,produto
F6206015,eoby8pgb,Crédito PF
F6206016,do5r5wsp,Crédito PF
F6206017,knne2mhg,Pagamentos
F6206053,wp11fnq9,Pix
F6206055,98aoe1tp,Crédito PF
F6206056,7270ertm,Crédito PF
F6206058,xm1tj0vz,Pagamentos
F6206108,gj64bnnm,CDC
F6206109,xeuuogyo,Pix
F6206114,k7fsuj6i,CDC
F6206116,tz1haona,Pagamentos
F6206118,fd0tzi1k,Crédito PF
F6206122,kcqwanzc,Pagamentos
F6206123,st0ws5dg,Pix
F6206141,t7g5x2qv,Pagamentos
F6206143,iqt03vbe,Pagamentos
F6206144,wchbzifq,Pagamentos
F6206147,6pzgqkgl,Pagamentos
F6206148,uhblz15f,Crédito PF
F6206149,4mdnk426,CDC
F6206168,i688ggop,Pix
F6206176,0dq0y6ps,Crédito PF
F6206177,3qdoddcs,Pagamentos
F6206178,rg0wt8uu,Pix
F6206181,wdc3ja4y,CDC
F6206182,idshetwl,Crédito PF
F6206192,xm29x589,Pix
F6206193,pcahgpcl,Pagamentos
F6206194,o1xwdkeq,CDC
F6206204,gmdz6wsb,CDC
F6206205,81lhrkgi,Pagamentos
F6206208,vdeb2lwv,Pix
F6206389,im68q2yf,Pix
F6206390,1o24w2et,CDC
F6206391,0mukafpd,Pagamentos
F6206392,qd8ktwsp,Pix
F6206393,pberprw8,Crédito PF
F6206394,noj4i6ln,Pagamentos
F6206395,ifwhv76d,Pagamentos
F6206396,gvjtdmoh,Crédito PF
F6206397,bwnjm9jc,Pix
F6206398,9mifzpl0,CDC
F6206399,s2l0mhac,Pix
F6206401,w14j881c,Crédito PF
F6206402,u2gx2dew,CDC
F6206403,yfygamur,Crédito PF
F6206404,w9zfupau,CDC
F6206405,spnd5a9g,Crédito PF
F6206406,zsu4le8d,Crédito PF
F6206407,6mnmccnl,Pagamentos
F6206408,wlsf000b,Pagamentos
F6206409,eyrqk4f1,Crédito PF
F6206410,fvmgad72,Pagamentos
F6206411,h3gn15fj,Crédito PF
F6206412,g4hvb9um,Pagamentos
F6206414,7542y16o,Pagamentos
F6206416,22xvifkl,Pagamentos
F6206418,ph97zjvo,Pagamentos
F6206419,lr7bb80i,Pagamentos
F6206420,0dn55qne,Crédito PF
F6206421,1ita4msh,Pix
F6206422,pygj3tei,Crédito PF
F6206424,11iin9ge,Pix
F6206425,qhk4x90x,Pix
F6206426,fky1ga0i,Crédito PF
F6206427,wqphrd9v,Crédito PF
F6206428,trr8coma,Pix
F6206429,fr8tszdq,CDC
F6206430,zhh9xbtb,Pagamentos
F6206431,3y4vmur1,CDC
F6206432,x88rtzg7,CDC
F6206439,a0xidzey,Pix
F6206441,9dg1m8e8,Crédito PF
F6206443,hbc97m5v,Pix
F6206444,kpn7wtpv,Pix
F6206445,asjx721x,Pix
F6206446,qxhzmttv,Pagamentos
F6206449,nic12ikr,Crédito PF
F6206450,0ds9tran,Crédito PF
F6206452,l5e2cidc,CDC
F6206453,mi4dno18,CDC
F6206455,5i4qjn7z,Pagamentos
F6206456,kd9isodr,Pagamentos
F6206458,iirx8dd9,CDC
F6206459,6y1b2pur,Pagamentos
F6206461,ny8qmdvm,Pagamentos
F6206462,u8b438ld,Pagamentos
F6206463,dhoy9rro,Pix
F6206464,xg37zb0h,Crédito PF
F6206466,75b6fkmv,CDC
F6206472,56pmu0x5,Pagamentos
F6206473,9pva4b6n,Pix
F6206476,pwmpjxg7,CDC
F6206480,040cwtmh,Pagamentos
F6206512,yn7t8vkb,Pix
F6206516,hlcc3mwk,CDC
F6206539,7qtswu82,Pix
F6206559,shsos0rv,Pix
F6206594,8w6gx62e,Crédito PF
F6206595,umkehtij,Crédito PF
F6206597,ept8bkyo,CDC
F6206601,3zgpta6c,CDC
F6206635,0mbms81c,Crédito PF
F6206636,485x2yyu,Crédito PF
F6206641,yerg0m94,Pix
F6206648,xyeyaisk,Crédito PF
F6206653,d44etvjd,Pagamentos
F6206654,sgbifid2,Crédito PF
F6206657,vzctpkam,Pix
F6206659,7gayseyt,Pix
F6206662,9ezpq0k9,Pix
F6206663,eu7tqq3h,Pagamentos
F6206666,btustndu,Crédito PF
F6206667,ta3b0zjf,CDC
F6206668,zm7zaa2j,Pagamentos
F6206671,k0dbk9kr,Crédito PF
F6206672,k27049vd,Crédito PF
F6206673,8zh0r7w8,Pagamentos
F6206679,skq61lzw,CDC
F6206689,vth8q18k,CDC
F6206737,ah1puvwk,CDC
F6206739,30voooxh,Pagamentos
F6206778,rn1ajwwy,CDC
F6206819,l97ar7r2,CDC
F6206829,0pbahkuy,Pagamentos
F6206853,nd278a4g,Crédito PF
F6206854,u7l51hsa,Crédito PF
F6206856,5zbiwodl,CDC
F6206857,zevi8miz,Pix
F6206858,qf9nf9rq,Pagamentos
F6206859,qj63y0fs,CDC
F6206862,3n3c3k4g,Pix
F6207157,opg82tdx,Pagamentos
F6207158,hswid73m,Pix
F6207159,78g9oikd,Pagamentos
F6207414,qqsj9t6d,Pagamentos
F6207415,xrvlgcrf,CDC
F6207416,wx5pfnhg,CDC
F6207417,yqdxuvvm,CDC
F6207445,5uqigflq,CDC
F6207446,2q7ushyg,Crédito PF
F6207447,8ktvok7b,Pagamentos
F6207454,oclr0rkn,CDC
F6207455,ad9iwec6,Crédito PF
F6207456,mcrk6z3q,Pix
F6207457,k9icdpab,Pix
F6207458,blwsdar0,Pix
F6207459,kvza621c,Pix
F6207461,pg7ep0x4,Pix
F6207462,3kqtw3ka,CDC
F6207464,o9qh3xrj,Pagamentos
F6207466,3fxxtmud,Crédito PF
F6207467,cj5j6gh7,Pix
F6207469,k6or4vbd,Pagamentos
F6207472,3lkavzt3,Pagamentos
F6207473,ny2c4jt9,Crédito PF
F6207474,k2uqiztq,CDC
F6207476,e0qpjybc,Pagamentos
F6207478,un5u5wu3,Crédito PF
F6207484,hcjgd3dx,Crédito PF
F6207489,0uvn5t3l,Pix
F6207491,8qsqtzkb,Crédito PF
F6207492,wvs1cpas,CDC
F6207493,7dz4y4om,CDC
F6207494,i5ly7sx1,CDC
F6207495,spctxhqv,Crédito PF
F6207496,c2reipon,CDC
F6207497,t67xk0a9,Pix
F6207498,knv23oy0,Pix
F6207499,82ufz07n,Pix
F6207501,20iksgng,Pix
F6207502,l71crxui,CDC
F6207503,swd9a0bc,Crédito PF
F6207506,1kd7tpn5,Pagamentos
F6207507,l35otuv4,Pagamentos
F6207508,6zo9qxaj,Crédito PF
F6207511,pvng46y5,CDC
F6207512,51idl0cn,Pix
F6207513,uqqli2fr,Pagamentos
F6207516,t2hz49jt,Crédito PF
F6207517,vmuevp57,Pagamentos
F6207526,yv566x7j,Pix
F6207527,kh1ylksm,Pix
F6207544,apelu01u,CDC
F6207546,gksbkl3z,CDC
F6207547,2oum3bro,Pix
F6207548,j7y605pw,Crédito PF
F6207549,di59ly1f,Pagamentos
F6207571,fkctnfsu,Pix
F6207572,uqoi51b8,Pagamentos
F6207577,i9h3pf4k,Crédito PF
F6207578,63lmjsf8,CDC
F6207581,n9ukte60,CDC
F6207596,6vrg3act,CDC
F6207598,c97vc0lh,CDC
F6207599,l2s3g6gm,Pagamentos
F6207601,sg0tobda,Crédito PF
F6207604,cz0wrutt,Crédito PF
F6207605,omuzo42g,Pagamentos
F6207606,9vp40qw3,Pix
F6207608,6tbudy5c,CDC
F6207626,lkt49tkg,Pagamentos
F6207628,dk2pu3tr,Pix
F6207637,xplzmz9t,Crédito PF
F6207648,25gyiwn9,Pagamentos
F6207649,nyzmyjfp,Crédito PF
F6207673,yvi797mn,CDC
F6207674,kjh5h16s,Pagamentos
F6207675,07vhyk56,Crédito PF
F6207676,8jv5c4ey,CDC
F6207735,zp5rt6my,Pix
F6207736,n85o1hrj,CDC
F6207737,h6m6ry8o,CDC
F6207738,skad0y8w,Crédito PF
F6207835,14df1zrd,CDC
F6207837,ewkyxxkh,Pagamentos
F6207838,x4iqv5rj,Crédito PF
F6207839,ieigrwgi,Crédito PF
F6207939,opbjyabw,CDC
F6208059,xbjtech0,Pagamentos
F6208061,kvvgw9yq,Pix
F6208062,c0wu82vd,Pagamentos
F6208064,eutg0g4y,CDC
F6208065,edkyv6zp,CDC
F6208066,qiu2paq7,CDC
F6208068,k2z4cb2p,Crédito PF
F6208069,tbk2mtd0,Pix
F6208070,itc7ld7w,Pagamentos
F6208072,jdprol19,Pagamentos
F6208075,s01fm6na,Pix
F6208076,5n1e03eg,Crédito PF
F6208077,7k9osjni,CDC
F6208078,895y81dm,Pix
F6208081,qntzti2o,Pagamentos
F6208082,pfr7fnlg,Crédito PF
F6208085,ufo6zwzm,Pix
F6208086,h3h56m34,Pix
F6208087,oq74hq1t,Pix
F6208092,axl70bve,CDC
F6208094,2dhz7els,Crédito PF
F6208096,85208c35,CDC
F6208097,3363fqvj,Pix
F6208101,z0pmwxf8,Pix
F6208102,n54ilm7i,CDC
F6208103,od310klc,CDC
F6208117,zig6zjeu,Pagamentos
F6208118,v9h5kpnf,Crédito PF
F6208119,9lv9ntea,Pix
F6208121,1ozo4s2d,Crédito PF
F6208122,m5c8hbm0,Pix
F6208123,8hxm4p8y,CDC
F6208124,6q99snl5,Crédito PF
F6208125,9isnb0tt,Pagamentos
F6208126,4h11ajyk,Crédito PF
F6208128,yh3r2ut8,Crédito PF
F6208129,c29rwlq8,CDC
F6208131,4cw1xn94,CDC
F6208132,x5v089f4,Pagamentos
F6208133,y450zr4i,Pagamentos
F6208134,f7swc0gt,Crédito PF
F6208136,i5yxar8k,CDC
F6208137,d0gcbpvc,Crédito PF
F6208138,nx3tftwu,Pix
F6208147,b3gjmbeq,Pix
F6208148,8d6nbou6,Crédito PF
F6208149,xlvcokbz,CDC
F6208151,b13ub2ff,Pix
F6208152,8e8icz3p,Pagamentos
F6208154,pphtls0a,CDC
F6208156,gzhibi7i,CDC
F6208292,ltgmazxf,Pagamentos
F6208318,g209yafk,Crédito PF
F6208319,ohd1czpm,Pix
F6208461,i2v4eu5i,Pagamentos
F6208550,t6wb46mp,Pagamentos
F6208654,qkjk943f,Crédito PF
F6208655,aq2qpx84,Crédito PF
F6208656,jwqfsz53,Pagamentos
F6208658,wb98lvgp,Pagamentos
F6208716,ujhpyk7k,CDC
F6208717,cikm63ms,Pagamentos
F6208718,fwsakij5,CDC
F6208719,w36aauz7,Pagamentos
F6208973,r64aodcw,Crédito PF
F6208974,nfzyicuz,Pix
F6208976,xscglbaf,CDC
F6208978,nr9hvno9,Crédito PF
F6209096,3anmk8wc,Pagamentos
F6209098,gic07q7f,CDC
F6209287,qkh4j21l,Crédito PF
F6209307,dg5ue4gi,Pagamentos
F6209308,0lwwfdea,Pagamentos
F6209309,y4812lf2,Crédito PF
F6209337,mn3eiotp,Crédito PF
F6209338,vsb6110g,Pix
F6209339,01t7utvf,Pix
F6209497,ejp5rg51,CDC
F6209498,b2ala7qq,Pix
F6209499,t9is8ybp,Crédito PF
F6209629,r7novmt7,Pix
F6209648,pk2752qp,Pix
F6209696,unrv7nsp,Pagamentos
F6209697,k4dkubcb,Pix
F6209755,jwarq63d,Crédito PF
F6209756,cbhtgkdp,Pagamentos
F6209778,cswhcdar,Pagamentos
F6209779,qe5bsqlt,CDC
F6209794,2oz3k2md,CDC
F6209796,bss1q9ku,Crédito PF
F6209797,oavj1bhr,Crédito PF
F6209856,yq4bkzh5,Pagamentos
F6209857,fjtyuipd,CDC
F6210008,1v0k0vx1,Crédito PF
F6210018,08aghbeo,Pix
F6210095,pcmso0ju,Crédito PF
F6210096,l53k2qmj,Pix
F6210098,foxwmthq,Pagamentos
F6210099,dihybviv,Crédito PF
F6210149,u203efs3,Pagamentos
F6210168,aqva85ei,Crédito PF
F6210169,74loebih,Pagamentos
F6210170,za1mhza2,Pix
F6210182,702u83tl,Crédito PF
F6210183,7gy8ch5j,Crédito PF
F6210203,9js9pfvn,Pagamentos
F6210205,jqtq5hjg,CDC
F6210206,664vwj56,Crédito PF
F6210216,1322vi4w,Pix
F6210217,k0t18c9k,Pix
F6210224,mw9d58r4,Crédito PF
F6210228,hii3ou5f,Pix
F6210235,r7oxqkwa,Pix
F6210238,0zu3cjng,CDC
F6210244,672uquu1,Pagamentos
F6210245,cwrsk8rl,CDC
F6210246,binew75i,Pix
F6210287,2rcjupmi,Pix
F6210288,upb7w8ux,Pagamentos
F6210289,0u7brev9,CDC
F6210344,knknf7c0,CDC
F6210346,uyg5ds3e,Pagamentos
F6210349,tl2gsf9c,Pix
F6210432,kwfq7af7,Pix
F6210433,ksklrmsb,CDC
F6210443,tcuap278,Pix
F6210444,jifvyhoi,Pix
F6210446,2dm9l6cq,Crédito PF
F6210447,3kxipor2,Pix
F6210546,oelpanoo,Pix
F6210547,kt2sywoe,Pix
F6210548,a9wi6zsi,Pix
F6210629,ledxoxhw,Pagamentos
F6210682,hkg68ps4,Pagamentos
F6210683,796ep41k,CDC
F6210684,ms79iuzi,CDC
F6210685,v4u6zkqu,Pagamentos
F6210686,h1uttucx,Crédito PF
F6210687,20ign9v7,Pix
F6210688,m473h029,Crédito PF
F6210691,q3g8kjnq,Pagamentos
F6210692,437nczh8,Pagamentos
F6210693,fjr0bo4c,Pix
F6210695,sdju5qlv,Crédito PF
F6210696,nclsflrp,CDC
F6210697,o2zz7aw1,Pix
F6210701,45klgumx,Pagamentos
F6210702,lqy4t8bb,CDC
F6210703,3ubvbkj8,Pix
F6210704,o4k451zf,CDC
F6210756,1oc0hbkz,Pagamentos
F6210757,qxws7oxg,CDC
F6210758,lv1crlej,CDC
F6210759,w8qdkv1i,Crédito PF
F6210760,02undggy,CDC
F6210761,i95burwv,Pix
F6210762,s7f4bga7,CDC
F6210763,7zhejdzr,Pagamentos
F6210764,qgksaxq8,Crédito PF
F6210765,rg7rk39s,Pagamentos
F6210766,5xsnt1lr,Pagamentos
F6210768,hv0s765z,Crédito PF
F6210769,xtlmrd1g,Pagamentos
F6210770,3gnex97e,Pagamentos
F6210772,5q51fetu,Pix
F6210773,7vchy1va,CDC
F6210774,yq7iay7t,CDC
F6210775,1xrp5hx5,Crédito PF
F6210776,5gs50ah0,Pagamentos
F6210777,1nh1owpq,Pagamentos
F6210778,i68hzyq6,Pix
F6210779,9mos494x,Pix
F6210781,mqvpq77l,CDC
F6210783,brusm4ct,CDC
F6210784,qyaxmiok,CDC
F6210785,tf5bhx6v,Crédito PF
F6210786,axo8xo3w,Crédito PF
F6210787,v2el8j4e,CDC
F6210788,a76zcyr2,Pagamentos
F6210789,y3tz0bzg,Pix
F6210791,05et6hj5,CDC
F6210792,xt5o9oo0,Pix
F6210794,ok303qr1,Crédito PF
F6210796,c0miaymo,Pix
F6210797,ixmb54n5,CDC
F6210798,ijq9iau5,CDC
F6210801,iuovp805,Pagamentos
F6210804,xhapdaz4,CDC
F6210806,zg6zjzuy,Pix
F6210807,qt22uca4,Crédito PF
F6210811,s2mbi3n7,Crédito PF
F6210812,uqj8muzx,Pix
F6210814,eq1pjsgb,Pagamentos
F6210816,73psadgh,Pagamentos
F6210819,c3wmch88,Crédito PF
F6210821,q0m8kfvn,CDC
F6210826,5hslqrpc,Pagamentos
F6210828,nfrclwvh,Crédito PF
F6210831,onvtpntb,CDC
F6210832,mhw2qazq,CDC
F6210833,wo9hc1t8,CDC
F6210834,9t1mfhcl,CDC
F6210835,kwuclf4s,CDC
F6210836,bpeh70hy,CDC
F6210837,n2smkvvg,CDC
F6210838,wwiz9rtv,CDC
F6210841,m0jcluws,Pix
F6210842,vr3r6wwa,Crédito PF
F6210845,a5evzgep,Pix
F6210846,jz2hupv6,Pix
F6210847,copbgjfz,Pagamentos
F6210851,d5ilcczm,Crédito PF
F6210852,g3vciwzf,Pagamentos
F6210853,71knjpl2,Pagamentos
F6210854,5scku2r5,Pix
F6210856,dawnody1,Pagamentos
F6210857,wiyccs91,Crédito PF
F6210864,dm4c9jov,Pix
F6210868,ryd6swq6,Crédito PF
F6210872,vyunse6o,Pagamentos
F6210873,qukx11k9,Crédito PF
F6210874,w2dqqxke,Pagamentos
F6210875,8bqo33v0,Pagamentos
F6210876,jtiqv3l9,CDC
F6210879,gkdw2s97,Crédito PF
F6210884,aoqls47i,Pagamentos
F6210885,kp8uj8th,Pix
F6210886,hxzgtafg,Crédito PF
F6210889,dkz854fm,Crédito PF
F6210891,pg5gmxvy,CDC
F6210892,l84wo8rk,Crédito PF
F6210893,n9somj8s,Crédito PF
F6210894,49e04qq7,Pagamentos
F6210896,hjfhdfpx,Crédito PF
F6210897,183b1sei,Pagamentos
F6210898,jvxxrw9z,Pagamentos
F6210899,4tzk09np,Pagamentos
F6210903,gflvxmui,Crédito PF
F6210904,c9qg732y,Pagamentos
F6210908,mpc9npbv,CDC
F6210911,5id3xthn,Pix
F6210913,j0zjh2bv,Pagamentos
F6210914,c6klh4e1,CDC
F6210918,sjouip2b,Pagamentos
F6210919,yvyxf21a,CDC
F6210922,p7mq2rvp,CDC
F6210926,h7op9lfi,CDC
F6210927,jchnyrx6,CDC
F6210928,5fsmlkmu,CDC
F6210930,40bhsa2h,CDC
F6210931,d06zdz26,Pix
F6210934,q0iswgvv,Pix
F6210935,gnwaetfh,CDC
F6210936,b3pgcvae,Pix
F6210937,il6eg8u1,Pix
F6210941,8rlocgrw,Pagamentos
F6210942,rb400pzc,Crédito PF
F6210945,qxdxbojx,Crédito PF
F6210946,on2hjzr8,Crédito PF
F6210948,na94ndcq,Pix
F6210951,uoit413s,Pix
F6210954,c3frdodg,Pix
F6210955,qt0zrjez,Pix
F6210956,44k175j5,Crédito PF
F6210957,jf64lusk,Pagamentos
F6210958,ni37ihbw,Pix
F6210959,i26xc4xl,Pix
F6210960,n37988k4,Pagamentos
F6210961,081itt9e,Crédito PF
F6211003,plxjgbmg,Pix
F6211004,ivevfvp3,Pix
F6211006,uy40tfv7,Crédito PF
F6211013,6c9aclke,Crédito PF
F6211014,fatsql48,Pix
F6211051,lv4xm22t,Crédito PF
F6211052,txgwdrbq,Pix
F6211053,ckmf4dlf,Crédito PF
F6211054,r3m6vj89,Pagamentos
F6211055,l074foqz,Crédito PF
F6211056,smmm2hr3,Crédito PF
F6211057,5p5hfb4f,CDC
F6211058,fzkwgeyh,Pix
F6211062,68mpg0ob,Pix
F6211064,t0046qry,CDC
F6211065,hlfy4sr0,Pagamentos
F6211066,fyuyx6wp,Crédito PF
F6211068,n8z53frq,Crédito PF
F6211071,dwf0g54s,Crédito PF
F6211072,kvspyt2j,Pix
F6211073,g3fzp3gv,Pagamentos
F6211074,q311bv8b,Crédito PF
F6211078,nbszr9py,Pagamentos
F6211079,dsf0rfye,Pagamentos
F6211099,3bvnijyd,Pagamentos
F6211113,sadca2mc,Pix
F6211114,i7ti49a0,Pagamentos
F6211115,2jm7givj,Pagamentos
F6211116,dne2oodi,Pix
F6211149,e8iyw0e1,Pagamentos
F6211197,lm6s3lpc,CDC
F6211199,fhckgglh,Crédito PF
F6211239,wzvpfoxz,Pix
F6211259,p05ls8xm,Pix
F6211295,728vpyxx,Pagamentos
F6211296,dfdbsz7g,Pagamentos
F6211297,s35jcr5j,Pix
F6211298,ecfqgyro,CDC
F6211312,csdj71is,CDC
F6211313,2tidfqvz,Crédito PF
F6211314,udpvx4jv,Pagamentos
F6211315,6v9imgq0,Crédito PF
F6211316,4vqqeckq,Crédito PF
F6211318,lp2oyaau,Pagamentos
F6211358,bjbixd3g,Pagamentos
F6211375,ooy7z5dq,Crédito PF
F6211376,9a0s3k9r,Pagamentos
F6211379,fsvaronv,Crédito PF
F6211399,v3x0ql2p,Pix
F6211419,j6xds61x,CDC
F6211443,vs121n2n,Pagamentos
F6211444,b4x7x5uz,Pix
F6211445,9glgiiky,CDC
F6211446,aa42hg35,Crédito PF
F6211448,l7xq8huu,Crédito PF
F6211451,8e3qwz9h,Pagamentos
F6211571,c8dpfdu2,Crédito PF
F6211572,otpca9bq,Pix
F6211573,x71ysxjq,Crédito PF
F6211574,6zn0x20b,Crédito PF
F6211575,vwzdkb6y,CDC
F6211576,rencko0s,Pagamentos
F6211582,uz5tryq7,CDC
F6211583,a8fodge9,Crédito PF
F6211584,vka6cc27,CDC
F6211585,7tr1b5io,Crédito PF
F6211974,yscqic6b,CDC
F6211975,6fgfy9i9,Pagamentos
F6211976,xsuh6x9x,Pix
F6211977,dpk3i32d,Pix
F6211978,ggnft5oc,Crédito PF
F6211981,gv1gl3np,Pagamentos
F6211983,ge41dvv3,Pagamentos
F6211986,oqfujy61,Pagamentos
F6211987,75jlo0yj,Pagamentos
F6211988,a5dxr20d,Pix
F6212254,6y8r6zlt,Pix
F6212257,dj13zoct,Pagamentos
F6212258,u70phxov,Pix
F6212298,k0omy5ln,Pagamentos
F6212328,k0mvm6no,Pagamentos
F6212353,h856vade,Crédito PF
F6212357,of67ort4,Crédito PF
F6212359,kxqg8fep,Pix
F6213139,ig39zdjt,Pagamentos
F6213729,e11keol1,Crédito PF
F6213948,jui203k8,Crédito PF
F6213969,bo2cpwqz,Crédito PF
F6213979,buzv6tvd,Crédito PF
F6214439,1d08ecp9,Crédito PF
F6214798,04o5nbbl,Pagamentos
F6216777,h9yb60c5,Crédito PF
F6216829,08lmtfap,Pix
F6216889,z23zvt3p,Pix
F6219739,7k1bnxin,Pix
F6219918,skk7bxxi,Pix
F6220019,3hxcs1qj,Pagamentos
F6220459,yf4n8aoo,Pix
F6220824,wjjsq1wg,Pagamentos
F6221199,ojjc4til,Pagamentos
F6221337,ra7llkoc,Pix
F6221338,v9rlxz8t,CDC
F6221579,cxnt6489,Crédito PF
F6221929,xk8s511i,Crédito PF
F6221934,b1mcyujp,Pagamentos
F6221997,2sp2orgt,Pagamentos
F6221998,pl8if5tg,Pagamentos
F6222339,nualcfso,Crédito PF
F6222838,2ojwmxke,Pagamentos
F6224319,k8ba7jm7,Crédito PF
F6224699,9m79h3zj,Pagamentos
F6224899,9lhqiece,Pix
F6225798,cbdap4az,CDC
F6225836,woloqqoi,Pix
F6225837,tjd6l079,CDC
F6225838,fufug3wh,Pix
F6225839,zz7pxnx6,Pix
F6227109,qg6val97,Pix
F6227447,awfnl7hb,Pagamentos
F6227448,xoa482ll,Pix
F6227458,m78s90vq,Crédito PF
F6227469,m6cvee11,Pagamentos
F6227549,rb9j2d61,Pagamentos
F6227558,7hxkej2y,Crédito PF
F6227888,6gp13v6v,Pagamentos
F6228287,impcvyom,CDC
F6228328,xhl0z0gc,Pix
F6228329,5mah1s0u,Crédito PF
F6228346,uxxvbbpk,Crédito PF
F6228347,8m8sn177,Crédito PF
F6228458,iscsprsj,Pagamentos
F6228459,tj1hd4mg,CDC
F6228959,d0txq2iz,Crédito PF
F6229377,ku642zld,Pix
F6229379,984y6rhs,Crédito PF
F6229402,hba9zz4c,CDC
F6229467,e5zks3n2,Crédito PF
F6229473,fetjlvrj,CDC
F6229492,2wygc9ik,Crédito PF
F6229494,u890fvbc,Crédito PF
F6229848,p6k0e7l6,Pix
F6231501,wvfmy49p,CDC
F6233859,g8w9gx4z,Pix
F6233938,22y35ezn,Crédito PF
F6233939,l3yjwwps,Pagamentos
F6234108,mj032xcb,Crédito PF
F6234109,n4ofe356,Pix
F6234199,vlc4xohe,Pagamentos
F6234379,rpyi5938,CDC
F6236329,al1bc3n5,Pix
F6236519,u49o2c1i,Pagamentos
F6236619,ukl6hbks,Pagamentos
F6236799,viim2tt2,CDC
F6238381,ao4g65uw,Pagamentos
F6238382,kih5f0dk,CDC
F6238384,qm8el5nu,Pagamentos
F6238435,bkrmtepj,CDC
F6238436,pcrryupj,Pagamentos
F6238437,av0nm6qn,CDC
F6238441,zye81mff,Crédito PF
F6238443,31hcqpt3,Pix
F6239831,l60njltk,Pix
F6239832,got55al9,Crédito PF
F6239833,l2jmr8qa,CDC
F6239834,8j2x0co0,CDC
F6239835,tej78d9d,CDC
F6239836,c9ezj18z,Pagamentos
F6239837,ls5zt4xe,Pagamentos
F6239838,oz8jskdl,Pix
F6239839,qo9sq2r6,CDC
F6239840,rve35uyi,Pagamentos
F6239841,e6w7okoh,Pix
F6239842,dz2kpaom,Pix
F6239843,n36h11oi,Pix
F6239844,lub6u713,Pagamentos
F6239845,h9x7dhy7,Pagamentos
F6239847,4ilp3fhu,CDC
F6239848,0ug1oy77,CDC
F6239849,wr6ghxyu,Pix
F6239852,qkjbmcrq,Pagamentos
F6239854,ujlsndyj,Pix
F6239856,sdxg7xoj,Crédito PF
F6239857,euixlxp4,CDC
F6239858,c6mvceks,Pix
F6239859,u6igoei4,Crédito PF
F6239861,ekan5g0q,Pagamentos
F6239863,o2khnr8p,CDC
F6239871,hvz7g23p,CDC
F6239872,1o4v28d2,Crédito PF
F6239873,3o3rrayz,Crédito PF
F6239874,6avil14h,Pagamentos
F6239875,l76fof9b,CDC
F6239876,25h1ppov,Pagamentos
F6239877,whhukoh3,Pagamentos
F6239879,yu6fzgfm,CDC
F6239882,ha1i5bwf,Pix
F6239883,54rirqkj,Pagamentos
F6239884,jhlknjey,Pagamentos
F6239885,4ynh8k9g,Pagamentos
F6239887,windd75m,Pagamentos
F6239888,rhhs2fux,Pagamentos
F6239892,cyrphdtf,Crédito PF
F6239894,fuqim4pb,Pix
F6239898,5pceb0q0,Pagamentos
F6239899,n0ghmm1k,CDC
F6239901,lep20q6v,CDC
F6239902,amch0zry,Pagamentos
F6239903,rob2n1rb,Pix
F6239905,5mblw4bz,Pix
F6239906,7es7lu8f,Pix
F6239908,2isu4asm,CDC
F6239909,4qutbg0n,CDC
F6239910,39wuamb0,Crédito PF
F6239911,jkd7az22,Crédito PF
F6239915,wntsppu1,CDC
F6239916,057rdscj,CDC
F6239917,v2e3ajvx,Pix
F6239923,vt86fad0,Pagamentos
F6239970,6ksjt1r6,CDC
F6239972,qn58lrtw,Crédito PF
F6239973,qcuyf6yq,CDC
F6239974,6v5kqsfn,Pagamentos
F6239975,7ydo1xqp,CDC
F6239976,dlh5vrpu,CDC
F6239977,t3ahc1nc,CDC
F6239978,xdwx4zxb,Crédito PF
F6239979,b51ln6pw,Pix
F6240137,4vuvbg7l,Pix
F6240138,s8exl4uz,Crédito PF
F6240139,5upfkphz,Crédito PF
F6240169,pxeuf4go,Crédito PF
F6240170,iw8nk0p1,Crédito PF
F6240171,lh3ioo15,Pagamentos
F6240172,sje37x4g,CDC
F6240173,msm1md37,CDC
F6240175,lf3wrho4,Crédito PF
F6240176,c0x8mnce,Pix
F6240177,cw8iohbk,Pix
F6240178,4g8zwcq4,Pix
F6240179,z1wlxxkb,Crédito PF
F6240180,1sqx9dgq,CDC
F6240181,8f5dp4p3,CDC
F6240182,hhjqnk2z,CDC
F6240183,ou0bct2y,Pagamentos
F6240184,zdb35x8m,Pagamentos
F6240186,5dp7es2r,Pagamentos
F6240188,diu3bupg,CDC
F6240208,k53prza1,Crédito PF
F6240209,m9lm5xtr,CDC
F6240210,ioms8hn9,Pix
F6240211,rzw0ogml,Crédito PF
F6240212,1yfrbyi2,Crédito PF
F6240213,uy5oe8aq,Pix
F6240214,etytp5h9,Crédito PF
F6240215,aiaszscn,Pagamentos
F6240216,93le7555,Crédito PF
F6240219,ug3meh48,Pix
F6240220,9mgp5pbp,CDC
F6240222,vimdxfvn,CDC
F6240223,an5hjyv4,Pagamentos
F6240225,n12nqyco,Crédito PF
F6240226,ibwzhm7u,CDC
F6240228,weo7ed9l,Pagamentos
F6240230,rma8t4pm,Crédito PF
F6240231,49b2en85,Pix
F6240232,4tj9dn2o,Pagamentos
F6240234,q5hk1c61,Pix
F6240235,ip53uxa2,Crédito PF
F6240236,cfob4z1x,Pagamentos
F6240237,l609qffq,CDC
F6240238,s29x3zi1,Pix
F6240241,c7ft2fl5,CDC
F6240242,sfrwmxj2,Pix
F6240243,zdcisc17,CDC
F6240244,ln6aodgf,Pix
